seq	AlphaPubDate	PathID	PubYear	RecordID	RecordTitle	Title	bookauthor	bookdate	booktitle	matchquality	isfiction	singlework	actualtitle	actualauthor	howpositive	genresnamed	comments
450	Dec 17, 1870	20160128002305_00009	1870	8507509	What I Saw of the War at the Battles of Speichern, Gorze, and Gravelotte.	Examiner											
451	Sep 22, 1866	20160127191848_00004	1866	9435351	The Journal of a Waiting Gentlewoman.	The Athenaeum	Jourdan, Beatrice Alsager	1866.0	The journal of a waiting gentlewoman	3.3123809523809524							
452	Jul 1, 1899	20160127190722_00007	1899	6775031	THE CHILDREN'S BOOK OF MORAL LESSONS.	The Academy, 1869-1902, 0269-333X	Gould, Frederick James	1903.0	The children's book of moral lessons	2.939563492063492							
453	Oct 23, 1830	20160127192611_00010	1830	8618983	The Water Witch; or, the Skimmer of the Seas. A Tale.	The Athenaeum	Cooper, James Fenimore	1830.0	The water witch; or, The skimmer of the seas.  A tale	3.2822222222222215							
454	Sep 2, 1865	20160128003224_00005	1865	8572348	A Summer in Skye.	Examiner	Smith, Alexander	1865.0	A summer in Skye	2.632258064516129							
455	Jun 1842	20160127193123_00003	1842	4444431	Trevor Hastings; or, the Battle of Tewkesbury.	Tait's Edinburgh magazine		1842.0	Trevor Hastinges; or, The battle of Tewkesbury;	2.616953535353536							
456	Jun 1817	20160127231210_00002	1817	5769483	Armata; a Fragment.	The Literary panorama, 1806-1819	baron, Erskine, Thomas Erskine	1817.0	Armata : a fragment	2.1060336011687366							
457	Jan 1815	20160127190515_00012	1815	2502398	ART. VI. The Velvet Cushion.	The Quarterly review	Cunningham, J. W. (John William)	1814.0	The velvet cushion	2.222960158644312							
458	Feb 17, 1877	20160127191233_00010	1877	6673861	Book review	The Academy, 1869-1902, 0269-333X											
459	Sep 1817	20160127231721_00006	1817	6074396	Lallah Rookh. An Oriental Romance.	The Literary panorama, 1806-1819	Moore, Thomas	1839.0	Lalla Rookh, an oriental romance	2.43398658008658							
460	Oct 7, 1882	20160127191542_00003	1882	8730686	All Sorts and Conditions of Men: an Impossible Story.	The Athenaeum	Besant, Walter, Sir	1880.0	All sorts and conditions of men : an impossible story	3.3823214285714283							
461	Apr 10, 1875	20160127191542_00003	1875	8701268	An Elementary Treatise on the Integral Calculus.	The Athenaeum	Heather, John Fry	1851.0	An elementary treatise on descriptive geometry	2.7457142857142856							
462	Aug 16, 1879	20160128005915_00010	1879	8637161	The Garden at Monkholme.	Examiner	Armitt, Annie	1878.0	The garden at Monkholme	3.0117663167503417							
463	Nov 1804	20160127183934_00012	1804	3901980	SKETCH OF THE LIFE AND WRITINGS OF LAWRENCE STERNE.	The Monthly visitor, and new family magazine	Necker de Saussure, Albertine Adrienne	1820.0	Sketch of the life, character, and writings of Baroness de Staël-Holstein	2.2144492063492063							
464	Jun 26, 1880	20160128003632_00009	1880	8618521	Cross Purposes.	Examiner	MacDonald, George	1900.0	Cross purposes	2.269462365591398							
465	Feb 1826	20160127232631_00001	1826	4690971	THE Life of Erasmus, with Historical Remarks on the State of Literature, between the Tenth and Sixteenth Centuries, by C. BUTLER, Esq., of Lincoln's-Inn.	Monthly magazine, or, British regster, Feb. 1800-June 1836											
466	Nov 17, 1860	20160127192200_00007	1860	9140348	Strange Surprising Adventures of the Venerable Gooroo Simple, and his Five Disciples, Noodle, Doodle, Wiseacre. Zany, and Foozle.	The Athenaeum	Beschi, Costantino Giuseppe	1861.0	Strange surprising adventures of the venerable Gooroo Simple, and his five disciples, Noodle, Doodle, Wiseacre, Zany, and Foozle	4.058637923637924							
467	Oct 20, 1900	20160127191337_00011	1900	6792725	THE WOMAN OF DEATH.	The Academy, 1869-1902, 0269-333X	Boothby, Guy Newell	1900.0	The woman of death	2.4493061840120665							
468	Dec 1912	20160127185757_00006	1912	3190358	THE ISLES OF FLAME: A ROMANCE OF THE INNER HEBRIDES IN THE DAYS OF COLUMBA.	The Bookman	Donaldson, M. E. M. (Mary Ethel Muir)	1913.0	The isles of flame : a romance of the Inner Hebrides in the days of Columba	2.474889365576355							
469	Dec 9, 1899	20160127190414_00004	1899	6793875	IN CONNECTION WITH THE DE WILLOUGHBY CLAIM.	The Academy, 1869-1902, 0269-333X	Burnett, Frances (Hodgson)	1899.0	In connection with the De Willoughby claim	3.4936080586080585							
470	Oct 1887	20160127234700_00003	1887	6494020	FREDERICK HAZZLEDEN.	Time	Westbury, Hugh	1887.0	Frederick Hazzleden	2.7226315789473685							
471	Dec 3, 1904	20160127191848_00004	1904	6829349	Book review	The Academy and literature, 1902-1905											
472	Apr 1831	20160127183018_00002	1831	8249930	Cartwright's Rape of Bramber.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833											
473	Oct 23, 1841	20160128001648_00002	1841	8454768	The Poetical Works of James Montgomery.	Examiner	Moore, Thomas	1840.0	The poetical works of Thomas Moore, collected by himself	2.1624681183696257							
474	Jan 24, 1903	20160127192303_00008	1903	8866028	ORIENTAL LITERATURE.	The Athenaeum		1899.0	Oriental literature	2.5544418739155583							
475	Oct 1801	20160127192201_00017	1801	8164222	176. A Letter to the Right Hon. William Pitt, on the Influence of the Stoppage of Issues in Specie at the Bank of England on the Price of Provisions and other Commodities.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	pseud. Fabius	1821.0	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	2.2604545454545457							
476	Dec 29, 1838	20160127192303_00008	1838	9003219	Winter Studies and Summer Rambles in Canada.	The Athenaeum	Jameson, (Anna), Mrs	1838.0	Winter studies and summer rambles in Canada	3.7942982456140353							
477	Dec 1801	20160127182915_00001	1801	8240784	222. A Short Account of the Royal Artillery Hospital at Woolwich; with some Observations on the Management of Artillery Soldiers, respecting the Preservation of Health, Addressed to the Officers of the Regiment, and dedicated to the Master-general and Board of Ordnance.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Brayton, Patience Greene	1802.0	A short account of the life and religious labours of Patience Brayton, late of Swansey, in the state of Massachusetts	2.1832900432900435							
478	Jan 1804	20160127191440_00012	1804	6904731	ART. V. Travels from Moscow through Prussia, Germany, Switzerland, France, and England.	The Edinburgh review,  1802-1929	Karamzin, Nikolaĭ Mikhaĭlovich	1803.0	Travels from Moscow, through Prussia, Germany, Switzerland, France , and England	3.143456351056351							
479	Jul 1910	20160127183526_00007	1910	2439727	POETRY	The English review,  1908-1937											
480	Dec 1911	20160127191441_00019	1911	2438570	A YEAR OF STRANGERS.	The English review,  1908-1937	Pawlowska, Yoï	1911.0	A year of strangers	2.562074592074592							
481	Sep 10, 1870	20160128003325_00006	1870	8937483	The Innocents Abroad.	Examiner	Twain, Mark	1899.0	The innocents abroad	2.335115207373272							
482	Sep 1802	20160127230555_00007	1802	4803631	Book review	Monthly Review, or, Literary Journal, 1752-1825											
483	Feb 1833	20160128003019_00003	1833	6185394	The Siege of Maynooth; or, Romance in Ireland.	The Metropolitan magazine,  1833-1840		1832.0	The siege of Maynooth; or, Romance in Ireland	3.516163003663004							
484	Jan 3, 1874	20160127190722_00007	1874	6674746	CHRISTMAS BOOKS.	The Academy, 1869-1902, 0269-333X	Dickens, Charles	1885.0	Christmas books	2.1562962962962957							
485	Jan 1912	20160127190825_00015	1912	3194086	THE MONEY MOON.	The Bookman	Farnol, Jeffery	1911.0	The money moon	2.3044173441734417							
486	Mar 18, 1911	20160127182915_00001	1911	6831927	The White Peacock.	The Academy and literature, 1910-1914	Lawrence, D. H. (David Herbert)	1911.0	The white peacock	2.44496258127837							
487	Dec 11, 1880	20160127190003_00001	1880	6578805	A Lady's Tour in Corsica.	The Academy, 1869-1902, 0269-333X	Forde, Gertrude	1880.0	A lady's tour in Corsica	3.105144927536232							
488	Mar 25, 1905	20160127192713_00002	1905	9282476	My Lady of the North.	The Athenaeum											
489	Mar 23, 1833	20160127230250_00003	1833	5222240	The Parricide.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Reynolds, Frederic Mansel	1836.0	The parricide	2.13							
490	Oct 12, 1878	20160128002201_00008	1878	8590909	THE EUROPEANS.	Examiner	James, Henry	1879.0	The Europeans	2.1966666666666668							
491	Apr 12, 1862	20160127191848_00004	1862	9442597	Alton Locke, Tailor and Poet. An Autobiography.	The Athenaeum	Kingsley, Charles	1850.0	Alton Locke, tailor and poet. An autobiography	3.6153418803418798							
492	Nov 26, 1887	20160127192611_00010	1887	8919320	Her Two Millions.	The Athenaeum	Westall, William	1887.0	Her two millions	2.5664504036908884							
493	Apr 16, 1864	20160127225944_00001	1864	4364031	Book review	The London review of politics, society, literature, art, and science											
494	Apr 20, 1861	20160127230802_00010	1861	5208592	FRAMLEY PARSONAGE.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Trollope, Anthony	1880.0	Framley parsonage	2.380909090909091							
495	May 1848	20160127183425_00006	1848	2855622	ROSE, BLANCHE, AND VIOLET.	The Mirror monthly magazine	Lewes, George Henry	1848.0	Rose, Blanche, and Violet	3.0393148880105403							
496	Oct 1817	20160128002408_00011	1817	6074491	Caraboo: A Narrative of a Singular Imposition, practised on the Benevolence of a Lady residing in the vicinity of the city of Bristol, by a young woman of the name of Mary Wilcocks, alias Baker, alias Bakersteudht, alias Caraboo, Princess of Javasu.	The Literary panorama, 1806-1819	Gutch, John Mathew	1817.0	Caraboo : a narrative of a singular imposition practised upon the benevolence of a lady residing in the vicinity of the city of Bristol, by a young woman of the name of Mary Willcocks, alias Baker, alias Bakerstendht, alias Caraboo, princess of Javasu ; illustrated with two portraits engraved from drawings by E. Bird, Esq. R.A. and Mr. Branwhite	3.062002930402931							
497	Jan 10, 1874	20160127193122_00012	1874	8851319	Toilers and Spinsters.	The Athenaeum	Ritchie, Anne Thackeray	1875.0	Toilers and spinsters, and other essays	2.5625096768385998							
498	Nov 4, 1882	20160127192157_00006	1882	8719283	The Works of Henry Fielding, Esq.	The Athenaeum	Fielding, Henry	1882.0	The works of Henry Fielding, esq	3.038956864772244							
499	Aug 1828	20160127183121_00003	1828	8176797	The Life and Opinions of John de Wycliffe, D.D. illustrated principally from his unpublished Manuscripts; with a preliminary View of the Papal System, and of the state of the Protestant Doctrine in Europe, to the commencement of the Fourteenth Century.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Viscount, Dillon, Henry Augustus Dillon-Lee	1822.0	The life and opinions of Sir Richard Maltravers,: an English gentleman of the seventeenth century	2.5466013071895426							
500	Sep 1835	20160127232936_00002	1835	6145123	The Poetical Works of John Milton.	The Metropolitan magazine,  1833-1840	Moore, Thomas	1840.0	The poetical works of Thomas Moore, collected by himself	2.174702808302808							
501	Jun 18, 1825	20160127230453_00005	1825	5106104	The Works of H ratio Walpole, Earl of Orford.	The Literary gazette : A weekly journal of literature, science, and the fine arts											
502	Dec 31, 1831	20160127231108_00013	1831	5223842	The Works of Lord Byron; with his Letters, and Journals of his Life.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Byron, George Gordon Byron	1839.0	The works of Lord Byron;	2.908816188670416							
503	Nov 1800	20160127230149_00002	1800	4578678	The Works of Robert Burns.	The Critical review, or, Annals of literature	Burns, Robert	1824.0	The works of Robert Burns ;	3.0176335877862592							
504	Feb 12, 1848	20160128002306_00010	1848	8647764	Mark Wilton, the Merchant's Clerk.	Examiner	Tayler, Charles B. (Charles Benjamin)	1847.0	Mark Wilton, the merchant's clerk	3.5478278584160936							
505	Sep 1811	20160127190414_00004	1811	8195667	93. A short Account of Lichfield Cathedral; more particularly of the Painted Glass with which its Windows are adorned: intended principally for the Information of Strangers. 12mo. pp. 114. Black.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Brayton, Patience Greene	1802.0	A short account of the life and religious labours of Patience Brayton, late of Swansey, in the state of Massachusetts	2.2146476190476188							
506	May 25, 1844	20160128003224_00005	1844	8800745	The Triumphs of Time.	Examiner	Marsh-Caldwell, Anne	1844.0	The triumphs of time	2.6595726495726497							
507	Jan 9, 1819	20160127230351_00004	1819	5091903	ANTAR, a Bedoueen Romance, translated from the Arabic, &c.	The Literary gazette : A weekly journal of literature, science, and the fine arts		1819.0	Antar, a Bedoueen romance	3.257348484848485							
508	Nov 2, 1872	20160127193122_00012	1872	8700999	The Strange Adventures of a Phaeton.	The Athenaeum	Black, William	1872.0	The strange adventures of a phaeton	3.074204545454545							
509	Feb 1800	20160127190927_00008	1800	8345897	16. St. Godwin, a Tale of the Sixteenth, Seventeenth, and Eighteenth Centuries.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Du Bois, Edward	1800.0	St. Godwin: a tale of the sixteenth, seventeenth, and eighteenth century	2.2879044834308							
510	Mar 31, 1866	20160128003428_00007	1866	8764207	The Story of Gisli the Outlaw, from the Icelandic.	Examiner		1866.0	The story of Gisli the outlaw	3.3543085216670123							
511	May 9, 1863	20160127192407_00009	1863	9455239	The Elopement: a Tale of the Confederate States of America.	The Athenaeum	Connelly, Celia Logan	1863.0	The elopement: a tale of the Confederate States of America	3.7748404387933183							
512	Jul 3, 1841	20160128005359_00005	1841	8772852	The Tory Baronet; or Tories, Whigs, and Radicals.	Examiner	Wilks, John	1841.0	The Tory baronet, or Tories, Whigs, and Radicals	3.3911238095238097							
513	Jan 2, 1819	20160127230454_00006	1819	5163209	ANTAR, a Bedoueen Romance.	The Literary gazette : A weekly journal of literature, science, and the fine arts		1819.0	Antar, a Bedoueen romance	3.257348484848485							
514	Aug 27, 1864	20160127234801_00004	1864	4847091	Selections from the Writings of Lord Bacon, with a Memoir.	The Reader,  1863-1867	Landor, Walter Savage	1885.0	Selections from the writings of Walter Savage Landor	2.4553973562669213							
515	Dec 24, 1898	20160127191130_00009	1898	6778208	The Associate Hermits.	The Academy, 1869-1902, 0269-333X	Stockton, Frank R. (Frank Richard)	1900.0	The associate hermits	3.0							
516	Jul 1804	20160127231108_00013	1804	5021239	CXXIX. The Works of the Right Honourable Lady Mary Wortley Montagu; including her Correspondence, Poems, and Essays. Published, by permission, from her genuine Papers. In five Volumes. pp. 1254; price 1l. 5s. Phillips. London, 1804.	Imperial Review : or, London and Dublin literary journal, 1804	Montagu, Mary Wortley, Lady	1803.0	The works of the Right Honourable Lady Mary Wortley Montagu	2.2414881332408054							
517	Oct 22, 1825	20160127230555_00007	1825	5087636	Phantasmagoria; or, Sketches of Life and Literature.	The Literary chronicle	Jewsbury, Maria Jane	1825.0	Phantasmagoria; or, Sketches of life and literature	3.2808693847909534							
