author	latestcomp	shorttitle
Jackson, Charles Tenney	1910.0	The day of souls
Wilson, David	1910.0	Anecdotes of big cats and other beasts
Woodbury, Lulu Hall	1910.0	The potato child & others
MacDonald, Alexander	1910.0	Through the heart of Tibet
Johnson, Owen	1910.0	The varmint : a Lawrenceville story
Schell, Stanley	1910.0	Platform and all-round
Schell, Stanley	1910.0	Platform and all-round
Phillips, David Graham	1910.0	The husband's story : a novel
Gorky, Maksim	1910.0	Malva : and other tales
Mixson, Frank M	1910.0	Reminiscences of a private
White, Bouck	1910.0	The book of Daniel Drew
Alden, Raymond Macdonald	1910.0	The palace made by music
Bardeen, C. W	1910.0	Fifty fables for teachers
Pennell, Elizabeth (Robins)	1910.0	Our house and the people in it
Jonhston, Charles Haven Ladd	1910.0	Famous scouts
Ragan, Robert A	1910.0	Escape from East Tennessee to the federal lines
Hartshorn, Edmund F	1910.0	Experiences of a boy
Gaines, Nettie Viola (Stewart)	1910.0	Pathway to western literature
Chambers, Joseph Lenoir	1910.0	The breed and the pasture
	1910.0	Paso Robles Hot Springs;
Hunter, John Warren	1910.0	Heel-fly time in Texas
Thurston, E. Temple (Ernest Temple)	1910.0	The patchwork papers
[Angle, Helen M. (Blonel)]	1910.0	The log or diary of our automobile voyage through Maine and the White Mountains
Demeritt, Emma W. Law. [from old catalog]	1910.0	The alarm;
Brokmeyer, Henry Conrad	1910.0	A mechanic's diary
Shedlock, Marie L	1910.0	A collection of eastern stories and legends for narration or later reading in schools
Cannan, Gilbert	1910.0	Devious ways
Hart, Jerome Alfred	1910.0	A Vigilante girl
Noyes, Parker Jewitt	1910.0	Why Doctor Dobson became a quack, and other stories
Edmonds, George	1910.0	The sowing of swords;
Dawson, Warrington	1910.0	The scourge
Reid, Jane Brewster	1910.0	The Owls of St. Ursula's; a story for girls
Remick, Grace May	1910.0	Glenloch girls abroad
Demarest, Virginia	1910.0	The fruit of desire; a novel
Pyle, Howard	1910.0	The story of the Grail and the passing of Arthur
Lansing, Marion Florence	1910.0	Page, esquire, and knight : a book of chivalry
Clark, Ellery H. (Ellery Harding)	1910.0	Dick Randall, the young athlete
pseud. Pendleton, Frank	1910.0	Tim and Roy in camp
Pyrnelle, Louise Clarke	1910.0	Diddie, Dumps, and Tot;
Harrison, Elizabeth	1910.0	Misunderstood children; sketches taken from life
Isaacs, A. S. (Abram Samuel)	1910.0	Step by step : a story of the early days of Moses Mendelssohn
Williams, Cora Gannaway	1910.0	The Morning-Glory
	1910.0	The Mabinogion
White, Eliza Orne	1910.0	Brothers in fur
Lounsberry, Lionel	1910.0	The trader's captive : or, The young guardsman and the French spies
Tracy, Louis	1910.0	By force of circumstances
Kingsley, Florence (Morse), Mrs	1910.0	Stephen, a soldier of the cross
Harte, Bret	1902.0	Condensed novels
Gravice, Charles	1910.0	Linked by fate : or, Not to be bought
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Page, Thomas Nelson	1910.0	The novels, stories, sketches and poems of Thomas Nelson Page
Sheldon, Georgie, Mrs	1910.0	Thrice wedded : but only once a wife
Harben, Will N. (William Nathaniel)	1910.0	"Abner Daniel : the ""David Harum"" of the South"
Dixon, Thomas	1910.0	The one woman : a story of modern Utopia
	1910.0	Fairy tales
Cox, Stephen Angus	1910.0	The Dare boys with General Greene
Plutarch	1910.0	Stories from Plutarch
Meade, L. T	1910.0	A bevy of girls
Riis, Jacob A. (Jacob August)	1910.0	Hero tales of the far North
Pleasants, Mary Minta	1910.0	Which one? and other ante bellum days
Davenport, Homer	1910.0	The country boy; the story of his own early life
Hudson, W. H. (William Henry)	1910.0	A shepherd's life : impressions of the South Wiltshire downs
Harris, Joel Chandler	1908.0	Uncle Remus and the little boy
Paine, Albert Bigelow	1910.0	When Jack Rabbit was a little boy : hollow tree stories
Young, Clarence	1910.0	The motor boys in the clouds : or, a trip for fame and fortune
Payson, Howard	1910.0	The Boy Scouts
Taggart, Marion Ames	1910.0	Betty Gaston, the seventh girl : a story
Beach, Edward L. (Edward Latimer)	1910.0	Midshipman Ralph Osborn at sea : a story of the U.S. Navy
Sidney, Margaret	1910.0	A little maid of Boston town
Finley, Martha	1909.0	Mildred's married life : a sequel to Mildred and Elsie
Marshall, Edward	1910.0	The old flute-player : a romance of to-day
Hume, Martin A. S. (Martin Andrew Sharp)	1910.0	True stories of the past
Knight	1910.0	Our House of Lords the nation's safeguard
Bennett, Arnold	1910.0	Helen with the high hand; an idyllic diversion
Bullen, Frank Thomas	1910.0	Fighting the icebergs
Harte, Bret	1902.0	Novels and stories
Hapgood, Hutchins	1910.0	Types from city streets
	1910.0	Coon jokes and felicitations
White, Samuel Alexander	1910.0	The stampeder
Roberts, Charles George Douglas, Sir	1910.0	Neighbors unknown
McClintock, John Calhoun	1910.0	A Kansas surgeon in Karlsbad
Brodie-Innes, J. W. (John William)	1910.0	For the soul of a witch, a romance of Badenoch
Le Plastrier, Constance Mary	1910.0	Heirs in exile
Wells, H. G. (Herbert George)	1910.0	"The sleeper awakes, a revised edition of ""When the sleeper wakes."""
Young, E. H. (Emily Hilda)	1910.0	A corn of wheat
Baker, Ray Stannard	1910.0	Adventures in contentment
Melton, Frances Jones	1910.0	A daughter of the highlanders
Bryant, H. E. C	1910.0	Tar Heel tales
Ford, Douglas Morey	1910.0	The raid of Dover
Pocock, Roger S	1910.0	The chariot of the sun
Becke, Louis	1910.0	The call of the South
Sheppard, Ethel	1910.0	The sun-worshippers; stories of pre-Roman Britain
Bennett, Arnold	1910.0	The Grand Babylon Hotel
Claussen, Ida von	1910.0	Forget it
Potter, David	1910.0	The eleventh hour
[Davis, Gherardi] 1858- [from old catalog]	1910.0	Alice and I;
Williamson, Margaret	1910.0	John and Betty's history visit
Greenwood, William de Redman	1910.0	Love intrigues of royal courts
Sampter, Jessie Ethel	1910.0	The seekers
Honeij, James Albert	1910.0	South-African folk-tales
Orem, Leonora	1910.0	Story of The tempest
Tozier, Josephine	1910.0	Susan in Sicily;
Hay, Marie	1910.0	The winter queen, being the unhappy history of Elizabeth Stuart, electress palatine, queen of Bohemia;
Price Brown, John	1910.0	The Macs of '37
White, Percy	1910.0	An averted marriage and other stories
White, Percy	1910.0	The lost halo
Moore, Frank Frankfort	1910.0	The laird of Craig Athol
Philips, F. C. (Francis Charles)	1910.0	A honeymoon- and after
Maartens, Maarten	1910.0	Harmen Pols, peasant
junior. Meredith	1910.0	The heiress of Cranham Hall
Spalding, Henry S. (Henry Stanislaus)	1910.0	The old mill on the Withrose
Whitney, Faith	1910.0	Two years in a tent
Maartens, Maarten	1910.0	The price of Lis Doris
Maartens, Maarten	1910.0	The price of Lis Doris
Glyn, Elinor	1910.0	His hour
Atherton, Gertrude Franklin Horn	1910.0	Tower of ivory; a novel
Atherton, Gertrude Franklin Horn	1910.0	Tower of ivory; a novel
Freifrau von, Hutten zum Stolzenberg, Betsey Riddle	1910.0	The lordship of love, a novel
Freifrau von, Hutten zum Stolzenberg, Betsey Riddle	1910.0	The lordship of love, a novel
	1910.0	Stories from the Thousand and one nights : the Arabian Nights' entertainments
of Aberdeen? Grant, John	1910.0	Legends of the braes o' Mar
Haggard, H. Rider (Henry Rider)	1910.0	Morning Star
Holland, Rupert Sargent	1910.0	Historic girlhoods
Gaines, Nettie S. (Nettie Stewart)	1910.0	Pathway to western literature
King, Basil	1910.0	The wild olive
Stockton, Frank R. (Frank Richard)	1902.0	Ting-a-ling
	1910.0	Harvard classics
	1910.0	Harvard classics
Bennett, Arnold	1910.0	Leonora
Rolland, Romain	1910.0	Jean-Christophe : Dawn, Morning, Youth, Revolt
Hume, Fergus	1910.0	The Mikado jewel
Milne, A. A. (Alan Alexander)	1910.0	The day's play
McCutcheon, George Barr	1910.0	The rose in the ring
Munro, Neil	1910.0	Fancy farm
Swan, Annie S	1910.0	Briar and palm : a study of circumstance and influence
Webster, Frank V	1910.0	Comrades of the saddle : or, the young rough riders of the Plains
Snaith, J. C. (John Collis)	1910.0	Fortune
Burdick, J. Ellis	1910.0	Children's own library
Chapman, Allen	1910.0	Ralph on the railroad
Patchin, Frank Gee	1910.0	The Pony Rider Boys in New Mexico, or, The end of the silver trail
	1910.0	The fairy ring
	1910.0	Cuchulain
Shurter, Edwin Du Bois	1910.0	Jokes that we meet; humorous illustrations for the writer, talker and speaker
Chapin, Anna Alice	1911.0	"Königskinder <The royal children> a fairy tale founded on the fairy opera of ""Königskinder"" for which Englebert Humperdinck wrote the music, and Ernst Rosmer [pseud.] the words. Told for children by Anna Alice Chapin ... illustrated from photographs of scenes in the opera"
Quiller-Couch, Arthur Thomas, Sir	1911.0	Brother Copas
Ellis, Havelock, Mrs	1911.0	The imperishable wing
Bacheller, Irving Addison	1911.0	Keeping up with Lizzie
Hichens, Robert	1911.0	The dweller on the threshold
Hichens, Robert (Robert Smythe)	1911.0	The fruitful vine
Deland, Margaret	1911.0	The iron woman
Stuart, Ruth McEnery	1911.0	The haunted photograph
Comfort, Will Levington	1911.0	She buildeth her house
Comstock, Harriet Theresa (Smith)	1911.0	Joyce of the north woods
Grenfell, Wilfred Thomason, Sir	1911.0	Down North on the Labrador
Merrick, Leonard	1911.0	Conrad in quest of his youth, an extravagance of temperament
Locke, William John	1911.0	The glory of Clementina
Pickthall, Marmaduke William	1911.0	Pot au feu
Wiggin, Kate Douglas Smith	1911.0	Mother Carey's chickens
Wiggin, Kate Douglas Smith	1911.0	Robinetta
Fitch, George Helgeson	1911.0	At good old Siwash
Flandrau, Charles Macomb	1911.0	Prejudices
Riley, James Whitcomb	1911.0	Mrs. Miller
Rinehart, Mary Roberts	1911.0	The amazing adventures of Letitia Carberry
Lyle, Eugene P. (Eugene Percy)	1911.0	The transformation of Krag
Newkirk, Clyde C	1911.0	Back to nature
pseud. Aix	1911.0	Thieves; a novel
Pryce, Richard	1911.0	Christopher
Quick, Herbert	1911.0	Yellowstone nights
Reed, Myrtle	1911.0	A weaver of dreams
Haggard, H. Rider (Henry Rider)	1911.0	The mahatma and the hare; a dream story
Birmingham, George A	1911.0	Lalage's lovers
	1911.0	Mastering flame
Harper, Henry Howard	1911.0	Bob Hardwick; the story of his life and experiences
Lee, Vernon	1911.0	Vanitas;
Patterson, Joseph Medill	1911.0	Rebellion
Lesh, U. S. (Ulysses Samuel)	1911.0	A knight of the golden circle [by] U. S. Lesh
Lincoln, Joseph Crosby	1911.0	Mr. Pratt : a novel
Lincoln, Joseph Crosby	1911.0	The woman-haters; a yarn of Eastboro Twin-Lights
Litchfield, Gertrude	1911.0	Les enfants; a book of verse in French-Canadian dialect
Brady, Cyrus Townsend	1911.0	As the sparks fly upward
Bosher, Kate Lee Langley	1911.0	Miss Gibbie Gault; a story
Bartlett, Frederick Orin	1911.0	One way out; a middle-class New-Englander emigrates to America
Beresford, J. D. (John Davys)	1911.0	The early history of Jacob Stahl
Butler, Ellis Parker	1911.0	The adventures of a suburbanite
Chalmers, Stephen	1911.0	The trail of a tenderfoot
Chambers, Robert W. (Robert William)	1911.0	The adventures of a modest man
Dejeans, Elizabeth	1911.0	The far triumph
Day, Holman	1911.0	The skipper and the skipped; being the shore log of Cap'n Aaron Sproul
Daggett, Mary (Stewart), Mrs	1911.0	The higher court
Cox, Marian	1911.0	Spiritual curiosities
Phillips, David Graham	1911.0	The grain of dust; a novel
Orcutt, William Dana	1911.0	The lever; a novel
Sedgwick, Anne Douglas	1911.0	Tante
Ford, Sewell	1911.0	Torchy
Jones, Henry Festing	1911.0	Castellinaria, and other Sicilian diversions
Ferber, Edna	1911.0	Dawn O'Hara, the girl who laughed
Forster, E. M. (Edward Morgan)	1911.0	Howards End
Glaspell, Susan	1911.0	The visioning;
Richmond, Grace Louise (Smith), Mrs	1911.0	Strawberry acres
Stratton-Porter, Gene	1911.0	After the flood
Hermann, I. (Isaac)	1911.0	Memoirs of a veteran who served as a private in the 60's in the war between the states;
Beach, Rex	1911.0	The ne'er-do-well
Barrie, J. M. (James Matthew)	1911.0	Peter and Wendy
Bennett, Arnold	1911.0	Denry the audacious
Bennett, Arnold	1911.0	Hilda Lessways
Bennett, Arnold	1911.0	A man from the North
Bennett, Arnold	1911.0	The old wives' tale; : a new edition with preface
Belloc, Hilaire	1911.0	The Girondin
Garland, Hamlin	1911.0	Victor Ollnee's discipline
Hamilton, Cosmo	1911.0	The Princess of New York
Hewlett, Maurice Henry	1911.0	The birth of Roland
Hewlett, Maurice Henry	1911.0	Brazenhead the Great
Maynard, Colton	1911.0	Elliott Gray, jr. ; a chronicle of school life
Coolidge, Asenath Carver	1911.0	Reciprocity; a story of love and mining
Harrison, Henry Sydnor	1911.0	Queed, a novel
Malet, Lucas	1911.0	Adrian Savage; a novel
Severn, Doris	1911.0	The next room
Howe, Maud Howe, Mrs	1911.0	The eleventh hour in the life of Julia Ward Howe
Henham, Ernest George	1911.0	Bracken; a novel
Glasgow, Ellen Anderson Gholson	1911.0	The miller of Old Church
Herrick, Robert	1911.0	The healer
Davies, W. H. (William Henry)	1911.0	A weak woman, a novel
De La Pasture, Henry, Mrs	1911.0	Master Christopher
Davis, Richard Harding	1911.0	The consul
Doyle, Arthur Conan, Sir	1911.0	The last galley; impressions and tales
Lloyd, J. Wm	1911.0	Aw-aw-tam Indian nights;
comte de, Soissons, Guy Jean Raoul Eugène Charles Emmanuel de Savoie-Carignan	1911.0	The seven richest heiresses of France
Buchan, John	1911.0	Sir Walter Raleigh
Burnett, Frances (Hodgson)	1911.0	The secret garden
London, Jack	1911.0	When God laughs, and other stories
London, Jack	1911.0	Adventure
Corelli, Marie	1911.0	The life everlasting; a reality of romance
Mitchell, S. Weir (Silas Weir)	1911.0	John Sherwood, ironmaster
Munroe, Hector Hugh	1911.0	The chronicles of Clovis
Neihardt, John Gneisenau	1911.0	The dawn-builder
Newbolt, Henry John, Sir	1911.0	The Twymans; a tale of youth
Rowe, Harlan P	1911.0	The house of unfulfilled desire
Chambers, Robert W. (Robert William)	1911.0	The Common law
Gale, Zona	1911.0	Mothers to men
Wister, Owen	1911.0	Members of the family
Wister, Owen	1911.0	Padre Ignacio; or, The song of temptation
Glass, Montague	1911.0	Potash and Perlmutter : their copartnership ventures and adventures
Seton, Ernest Thompson	1911.0	Rolf in the woods; the adventure of a boy scout with Indian Quonab and little dog Skookum. Over two hundred drawings
Farnol, Jeffery	1911.0	The broad highway
Smith, Francis Hopkinson	1911.0	Kennedy Square
Johnston, Mary	1911.0	The long roll
Johnston, Mary	1911.0	The long roll
Snedeker, Caroline Dale	1911.0	The coward of Thermopylae
Simpson, Bertram Lenox	1911.0	The unknown God
Vance, Louis Joseph	1911.0	Cynthia-of-the-minute; a romance
Van Dyke, Henry	1911.0	The mansion
Walston, Charles	1911.0	What may we read?
Van Dyke, Henry	1911.0	The sad shepherd : a Christmas story
Smith, Francis Hopkinson	1911.0	Peter;
Stevens, Isaac Newton	1911.0	An American suffragette; a novel, by Isaac N. Stevens
Vaka, Demetra	1911.0	In the shadow of Islam
Baker, Estelle	1911.0	The rose door
	1911.0	Charades
de France, Marie	1911.0	French mediaeval romances from the lays of Marie de France
Masefield, John	1911.0	The street of to-day
Howells, William Dean	1911.0	Parting friends
	1911.0	The story of Burnt Njal : from the Icelandic of the Njals saga
Husband, Joseph	1911.0	A Year in a coal-mine
Tolstoy, Leo, graf	1910.0	Resurrection
Mulford, Clarence Edward	1911.0	Bar-20 days
Richards, Laura Elizabeth Howe	1911.0	Two noble lives. Samuel Gridley Howe, Julia Ward Howe
Martyn, Frederic	1911.0	A holiday in gaol
Sinclair, Upton	1911.0	Love's pilgrimage; a novel
Wells, Morris B. (Morris Benjamin)	1911.0	Five gallons of gasoline
Wright, Harold Bell	1911.0	The winning of Barbara Worth
Webster, Jean	1911.0	Just Patty
Sudermann, Hermann	1911.0	The Indian lily, and other stories
Wedekind, Frank	1911.0	Rabbi Ezra ; The victim : two stories
Snorri Sturluson	1911.0	The sagas of Olaf Tryggvason and of Harald the Tyrant (Harald Haardraade)
Maeterlinck, Maurice	1911.0	Aglavaine and Selysette
Fogazzaro, Antonio	1911.0	Leila
Verne, Jules	1905.0	Works of Jules Verne
Verne, Jules	1905.0	Works of Jules Verne
Verne, Jules	1905.0	Works of Jules Verne
Verne, Jules	1905.0	Works of Jules Verne
Verne, Jules	1905.0	Works of Jules Verne
Verne, Jules	1905.0	Works of Jules Verne
Storer, Edward	1911.0	Peter the Cruel : the life of the notorious Don Pedro of Castile, together with an account of his relations with the famous Maria de Padilla
Weeks, John H	1911.0	Congo life and folklore
Alexander, Kirkland Barker	1911.0	The log of the North shore club; paddle and portage on the hundred trout rivers of Lake Superior
Brown, Frederic Kenyon	1911.0	Through the mill
Nevill, Ralph	1911.0	The romantic past
Reid, Jessie	1911.0	The book of love;
Middleton, George	1911.0	Embers, with The failures, The gargoyle, In his house, Madonna, The man masterful;
Du Bois, W. E. B. (William Edward Burghardt)	1911.0	The quest of the silver fleece; a novel
Griffin, Zebina Flavius	1911.0	Chundra Lela; the story of a Hindu devotee and Christian missionary
Lang, Andrew	1911.0	Tales of romance; based on tales in the Book of romance
Jones, Rufus Matthew	1911.0	Stories of Hebrew heroes
